30,29,29,29,27,23,22,21,18,7,NA,NA,NA,NA,NA
26,25,22,22,20,20,22,18,19,21,20,20,NA,NA,NA
28,27,28,27,27,26,26,22,21,20,18,17,NA,NA,NA
33,33,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,37,37,37,37,37,37,37,37,36,36,34,NA,NA,NA
25,24.5,24,25,21,22,23,NA,NA,NA,NA,NA,NA,NA,NA
33,28,25,22,22,25,23,NA,NA,NA,NA,NA,NA,NA,NA
36,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,34,32,31,31,30,28,26,24,21,17,12,5,NA,NA
30,30,30,30,31,29,28,28,27,27,27,29,NA,NA,NA
30,30,29,28,27,27,27,27,26,26,22,NA,NA,NA,NA
31,25,20,20,15,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,29,27,22,18,9,3,NA,NA,NA,NA,NA,NA,NA,NA
22,22.5,23,22,20,20,18,18,18,15,15,11,NA,NA,NA
24,22,21,19,17,16,13,10,NA,NA,NA,NA,NA,NA,NA
35,34,34,34,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,19.5,18,20,20,18,17,15,16,16,16,15,NA,NA,NA
30,28,25,23,21,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,18,17,14,17,12,10,5,5,NA,NA,NA,NA,NA,NA
25,23,23,21,21,21,21,21,21,18,19,19,NA,NA,NA
37,36,36,34,34,34,34,34,34,33,34,33,33,34,NA
31,29,27,27,24,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,35,40,40,40,39,40,38,36,33,31,29,NA,NA,NA
35,34,33,32,28,27,29,30,28,27,19,19,NA,NA,NA
29,30,29,30,31,29,30,24,20,19,NA,NA,NA,NA,NA
25,24,15,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,26,27,27,25,10,6,3,NA,NA,NA,NA,NA,NA,NA
28,32,27,24,22,21,20,13,11,11,9,NA,NA,NA,NA
29,28,33,31,31,30,27,27,27,27,27,NA,NA,NA,NA
17,16,15,15,14,13,12,12,8,8,4,NA,NA,NA,NA
39,38,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,38,35,34,33,32,31,30,26,26,26,26,NA,NA,NA
38,34,31,27,17,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,27,25,23,21,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,37,38,39,38,38,36,36,30,29,23,23,NA,NA,NA
30,29,28,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,31,30,29,30,30,29,23,19,16,8,NA,NA,NA,NA
37,37,34,34,33,30,32,31,23,21,19,NA,NA,NA,NA
39,36,38,37,37,37,36,37,37,36,36,37,39,NA,NA
35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,21,23,23,21,24,19,18,16,14,8,NA,NA,NA,NA
30,26,20,18,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,27,27,27,28,24,25,24,22,22,24,NA,NA,NA,NA
29,27,31,30,30,26,26,25,25,23,17,16,NA,NA,NA
24,24,24,22,21,22,23,25,22,22,21,21,NA,NA,NA
38,38,37,38,40,36,39,39,39,38,39,37,NA,NA,NA
32,30.5,29,33,28,28,29,29,26,33,23,27,NA,NA,NA
39,38,37,37,39,40,37,30,36,34,33,NA,NA,NA,NA
38,37,33,27,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,10,9,9,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,30,30,27,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,29,29,22,24,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,31,29,28,32,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,36,36,36,33,33,33,33,31,32,29,27,NA,NA,NA
37,37,37,37,36,35,36,36,36,34,33,36,NA,NA,NA
31,31,31,29,26,26,27,26,25,25,24,26,NA,NA,NA
35,34.5,34,33,33,34,33,33,34,32,NA,NA,NA,NA,NA
25,25,22,25,22,25,26,25,22,23,26,24,NA,NA,NA
25,26,26,25,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,27,26,27,26,26,28,27,23,24,23,20,22,NA,NA
31,23,32,21,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,30,30,30,30,29,30,30,30,29,28,NA,NA,NA,NA
35,34,33,32,29,24,17,13,1,5,NA,NA,NA,NA,NA
38,38,35,35,35,34,35,34,33,33,33,30,29,NA,NA
19,18.5,18,16,17,16,15,12,9,9,6,NA,NA,NA,NA
38,38,36,37,35,34,35,33,35,33,33,33,32,NA,NA
35,36,33,30,32,31,27,25,20,18,18,14,NA,NA,NA
27,27,29,27,27,27,22,21,14,NA,NA,NA,NA,NA,NA
25,26,22,22,24,23,19,19,14,15,15,14,17,NA,NA
36,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,31,31,29,29,25,26,NA,NA,NA,NA,NA,NA,NA,NA
24,26,28,23,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,35,36,36,35,34,30,27,27,23,22,21,NA,NA,NA
30,29,29,30,30,30,29,29,25,25,24,23,NA,NA,NA
19,19,17,17,16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,11.5,10,6,5,4,5,3,2,NA,NA,NA,NA,NA,NA
12,11.5,11,11,12,13,13,15,12,9,10,10,NA,NA,NA
29,26,25,19,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,32,28,27,25,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,32,35,32,31,33,30,32,31,30,31,32,31,30,NA
36,36,35,38,35,35,35,32,NA,NA,NA,NA,NA,NA,NA
29,30,29,28,29,30,28,27,29,29,27,30,NA,NA,NA
38,38,38,37,37,36,35,36,34,32,33,32,31,NA,NA
30,28,28,25,21,20,20,19,18,17,16,15,NA,NA,NA
33,31,32,31,31,29,21,18,NA,NA,NA,NA,NA,NA,NA
26,25,20,20,19,17,12,10,10,9,8,8,NA,NA,NA
38,38,38,38,38,38,34,32,31,23,22,18,NA,NA,NA
28,23,25,24,26,23,20,22,21,20,24,21,NA,NA,NA
25,24,23,24,22,22,22,21,21,22,25,22,20,NA,NA
28,27,25,20,16,15,18,18,16,13,10,11,10,NA,NA
35,36,34,36,36,37,37,35,32,32,33,32,NA,NA,NA
24,23,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,20.5,22,19,16,15,17,15,15,14,14,14,NA,NA,NA
33,33,31,31,31,31,30,29,29,29,29,28,NA,NA,NA
24,24.5,25,19,19,19,19,21,23,22,22,15,NA,NA,NA
33,33,33,31,26,26,20,15,15,14,15,14,NA,NA,NA
21,21,16,21,17,17,17,16,17,16,16,14,14,15,NA
27,28,27,28,26,27,26,23,23,23,21,20,17,NA,NA
27,27,26,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,32,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,22,22,20,19,20,20,17,17,18,16,16,NA,NA,NA
34,33,32,32,31,30,27,25,24,23,25,22,NA,NA,NA
35,35,33,30,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,36,32,30,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA
25,24,26,24,26,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,24,22,21,19,18,15,13,NA,NA,NA,NA,NA,NA,NA
27,28,26,25,24,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,26,26,21,17,18,20,16,13,9,6,NA,NA,NA,NA
18,18,14,13,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,32,32,32,29,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,25.5,27,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,33,35,33,30,24,22,20,19,22,20,NA,NA,NA,NA
34,33,33,32,32,31,31,29,29,NA,NA,NA,NA,NA,NA
29,29,29,29,28,26,26,24,24,23,18,16,NA,NA,NA
12,12.5,13,12,9,8,8,7,7,7,NA,NA,NA,NA,NA
37,36,33,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,28.5,28,29,29,27,25,19,23,21,NA,NA,NA,NA,NA
8,10,8,7,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,16,7,9,11,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,34,33,33,33,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,37,34,36,35,34,30,NA,NA,NA,NA,NA,NA,NA,NA
32,32,32,32,32,29,31,31,30,29,27,29,NA,NA,NA
23,25,23,24,24,25,25,26,24,23,23,24,NA,NA,NA
33,33,33,33,33,31,27,25,22,20,18,15,NA,NA,NA
31,29,27,23,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,29,25,27,28,24,23,22,19,13,10,NA,NA,NA,NA
29,27,26,23,24,23,21,19,21,18,18,19,18,NA,NA
32,24,24,20,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,17,17,15,15,12,13,13,10,10,9,6,NA,NA,NA
37,36,35,37,34,37,37,37,25,34,31,35,NA,NA,NA
23,22,24,21,19,17,12,14,14,9,9,10,8,7,NA
24,27,21,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,30,28,28,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,21,22,24,19,18,19,22,18,17,17,15,12,11,NA
26,27,25,26,26,25,25,25,26,26,27,26,26,25,NA
24,32,30,33,36,36,39,37,37,37,35,35,NA,NA,NA
27,26,26,22,15,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,25,24,23,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,33,34,31,31,33,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,20,17,16,17,15,17,NA,NA,NA,NA,NA,NA,NA,NA
32,32,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,36,36,32,32,31,30,28,28,25,26,23,26,21,NA
33,34,33,34,31,34,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,36,33,31,30,27,25,NA,NA,NA,NA,NA,NA,NA,NA
22,22,20,20,19,19,18,12,10,9,7,8,7,NA,NA
30,29,30,29,29,27,27,27,26,22,NA,NA,NA,NA,NA
30,29.5,29,25,23,21,10,16,16,16,15,NA,NA,NA,NA
28,29,25,26,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,34.5,34,27,33,32,31,32,32,33,29,32,NA,NA,NA
39,37,37,38,38,35,32,29,30,31,28,23,NA,NA,NA
31,31,31,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,33,35,30,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,18,17,12,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,33,31,29,26,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,32,33,33,32,33,32,32,33,34,31,31,NA,NA,NA
15,14.5,14,12,11,7,8,12,10,NA,NA,NA,NA,NA,NA
28,28,26,25,23,24,23,NA,NA,NA,NA,NA,NA,NA,NA
30,29,31,32,29,32,29,25,24,23,23,18,NA,NA,NA
31,33,31,28,28,32,27,16,NA,NA,NA,NA,NA,NA,NA
27,25,23,22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,34,36,34,33,30,34,NA,NA,NA,NA,NA,NA,NA,NA
29,29,29,26,26,27,26,25,25,26,26,26,NA,NA,NA
34,34,28,27,25,28,28,28,24,22,13,NA,NA,NA,NA
31,31,29,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,28,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,26,24,26,27,27,28,28,30,30,30,32,NA,NA,NA
27,29,27,25,24,23,19,17,15,12,10,8,NA,NA,NA
15,15,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,36,36,37,37,37,36,36,34,35,35,35,NA,NA,NA
28,29,26,27,24,24,21,14,NA,NA,NA,NA,NA,NA,NA
34,34,32,30,30,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,28,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,33,32,29,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,28,23,20,19,13,6,NA,NA,NA,NA,NA,NA,NA,NA
27,21,20,19,22,20,20,18,19,17,17,15,NA,NA,NA
32,32,30,27,23,22,19,NA,NA,NA,NA,NA,NA,NA,NA
31,31,31,31,27,27,27,27,26,27,26,23,NA,NA,NA
39,36,34,32,31,28,28,NA,NA,NA,NA,NA,NA,NA,NA
31,30,29,29,29,28,25,21,19,NA,NA,NA,NA,NA,NA
35,34,33,33,33,34,33,32,32,31,31,24,NA,NA,NA
28,24,24,29,28,26,25,21,22,21,20,16,NA,NA,NA
31,32,32,32,31,25,27,NA,NA,NA,NA,NA,NA,NA,NA
34,32,31,31,31,29,27,19,13,NA,NA,NA,NA,NA,NA
31,32,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,29.5,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,37,36,34,32,31,32,NA,NA,NA,NA,NA,NA,NA,NA
20,22,17,21,17,15,11,11,10,NA,NA,NA,NA,NA,NA
35,34,33,33,35,32,24,20,24,NA,NA,NA,NA,NA,NA
34,33,30,30,30,29,29,NA,NA,NA,NA,NA,NA,NA,NA
